x,y,saturation,concentration
0.005,0.005,0,0
0.015,0.005,0,0
0.025,0.005,0,0
0.035,0.005,0,2.4944466977761e-27
0.045,0.005,0,2.4944466977761e-27
0.055,0.005,0,2.4944466977761e-27
0.065,0.005,0,2.4944466977761e-27
0.075,0.005,0,2.4944466977761e-27
0.085,0.005,0,2.4944466977761e-27
0.095,0.005,0,2.4944466977761e-27
0.105,0.005,0,2.4944466977761e-27
0.115,0.005,0,2.4944466977761e-27
0.125,0.005,0,2.4944466977761e-27
0.135,0.005,0,2.4944466977761e-27
0.145,0.005,0,2.4944466977761e-27
0.155,0.005,0,2.4944466977761e-27
0.165,0.005,0,2.4944466977761e-27
0.175,0.005,0,2.4944466977761e-27
0.185,0.005,0,2.4944466977761e-27
0.195,0.005,0,2.4944466977761e-27
0.205,0.005,0,2.4944466977761e-27
0.215,0.005,0,2.4944466977761e-27
0.225,0.005,0,2.4944466977761e-27
0.235,0.005,0,2.4944466977761e-27
0.245,0.005,0,2.4944466977761e-27
0.255,0.005,0,2.4944466977761e-27
0.265,0.005,0,2.4944466977761e-27
0.275,0.005,0,2.4944466977761e-27
0.285,0.005,0,2.4944466977761e-27
0.295,0.005,0,2.4944466977761e-27
0.305,0.005,0,2.4944466977761e-27
0.315,0.005,0,2.49444919222279e-27
0.325,0.005,0,2.49444919222279e-27
0.335,0.005,0,2.49450905894354e-27
0.345,0.005,0,2.49450905894354e-27
0.355,0.005,0,2.49582113790657e-27
0.365,0.005,0,2.49582113790657e-27
0.375,0.005,0,2.52018689325045e-27
0.385,0.005,0,2.52018689325045e-27
0.395,0.005,0,2.90186218247717e-27
0.405,0.005,0,2.90186218247717e-27
0.415,0.005,0,7.9952529390926e-27
0.425,0.005,0,7.9952529390926e-27
0.435,0.005,0,6.64984816818008e-26
0.445,0.005,0,6.64984816818008e-26
0.455,0.005,0,6.4908870579176e-25
0.465,0.005,0,6.4908870579176e-25
0.475,0.005,0,5.68040141466298e-24
0.485,0.005,0,5.68040141466298e-24
0.495,0.005,0,4.34148968850478e-23
0.505,0.005,0,4.34148968850478e-23
0.515,0.005,0,2.88998612174906e-22
0.525,0.005,0,2.88998612174906e-22
0.535,0.005,0,1.68046608525322e-21
0.545,0.005,0,1.68046608525322e-21
0.555,0.005,0,8.57242300491742e-21
0.565,0.005,0,8.57242300491742e-21
0.575,0.005,0,3.94643917608458e-20
0.585,0.005,0,3.94643917608458e-20
0.595,0.005,0,1.67485557574059e-19
0.605,0.005,0,1.67485557574059e-19
0.615,0.005,0,6.63908961957257e-19
0.625,0.005,0,6.63908961957257e-19
